Class	ID	Text
systematic-review	OFA341560	Influence of Exclusive Resistance Training on Body Composition and Cardiovascular Risk Factors in Overweight or Obese Children: A Systematic Review Influence of Exclusive Resistance Training on Body Composition and Cardiovascular Risk Factors in Overweight or Obese Children: A Systematic Review Objective: Since the last decade, a significant increase in the prevalence of overweight and obesity among children has been reported. Low aerobic fitness and a low compliance with endurance sports in such children are theoretical reasons to favor the use of resistance training in intervention studies, even though positive effects of resistance training on morbidity without accompanying dietary modifications are a matter of debate. In this review we summarize the studies that have shown the isolated effect of resistance training on body composition and cardiovascular risk factors in overweight and obese children. Method: We systematically reviewed interventional studies that exclusively applied resistance training to overweight and obese 3- to 18-year-old children. Outcome measurements were body composition or cardiovascular risk factors. Results: Only six studies passed the inclusion criteria. All studies preferred an individually planned and supervised whole-body resistance training of moderate to submaximal intensity during treatment. The mean compliance was 84%. Four studies reported significant changes in body composition, with an increase in fat free mass and BMI, along with a decrease in fat mass. Three studies analyzed the effect of resistance training on cardiovascular risk factors, and only one study reported a significant decrease in systolic blood pressure. Conclusion: An individually planned and supervised whole-body resistance training of moderate to submaximal intensity in children seems to be safe and tends to show positive effects on body composition. Similar to interventions based on endurance exercise alone or in combination with dietary modifications, the effects on cardiovascular risk factors cannot be substantiated. In consequence, we suggest to substantiate the effect of resistance training on cardiovascular risk factors in overweight and obese children in upcoming randomized controlled trials with high case numbers, applying both resistance training only and resistance training in combination with dietary intervention to get knowledge about whether resistance training alone is effectual in the treatment of overweight and obesity in youth or if a combination of resistance training and dietary interventions is actually needed.
systematic-review	OFA343611	Socioeconomic Inequalities in Childhood Obesity in the United Kingdom: A Systematic Review of the Literature Socioeconomic Inequalities in Childhood Obesity in the United Kingdom: A Systematic Review of the Literature Childhood obesity is a major public health challenge worldwide. There is a growing literature documenting socioeconomic inequalities in childhood obesity risk. Here we draw inference from the literature about inequalities in childhood obesity risk in the UK. We summarize and appraise the extant peer-reviewed literature about socioeconomic inequalities in childhood obesity in the UK. Common area-level indices of socioeconomic position, including the Carstairs Deprivation Index, the Index of Multiple Deprivation and the Townsend Deprivation Index, as well as common household and individual-level metrics of childhood socioeconomic position, including head-of-household social class and maternal education, were generally inversely associated with childhood obesity in the UK. We summarize key methodological limitations to the extant literature and suggest avenues for future research.
systematic-review	OFA357176	Obesity and Cardiovascular Disease Risk Factors among the Indigenous and Immigrant Pakistani Population: A Systematic Review Obesity and Cardiovascular Disease Risk Factors among the Indigenous and Immigrant Pakistani Population: A Systematic Review Aim: The aim of this study was to systematically describe the gender and ethnic differences regarding the prevalence of general/central obesity and cardiovascular disease (CVD) risk factors such as diabetes mellitus type 2, hypertension, and hypercholesterolemia among the indigenous and immigrant Pakistani communities. Methods: The search engine used was PubMed, supplemented with regional data from the Medical Institutes of Pakistan. The focus was on the adult Pakistani population (18 years and older). Results: We found only 7 studies among the immigrant Pakistani community and 24 studies among the indigenous Pakistani community. The studies had limitations such as low participation rates and use of self-reported data. There is a higher prevalence of central obesity among women (42.2%) than among men (14.7%) (National Health Survey of Pakistan). Certain ethnicities such as Muhajir and Baluchis showed a higher prevalence of cardiovascular risk factors when compared to other ethnicities in the indigenous Pakistani population. The results also indicate that the prevalence of obesity is 10-20% higher among the immigrant Pakistanis than in the indigenous Pakistanis. Conclusion: The relatively high prevalence of obesity and associated CVD risk factors (especially in women) among both indigenous and immigrant Pakistani populations require the attention of the healthcare professionals and policy makers, both inside and outside Pakistan.
systematic-review	OFA363438	"Unbalanced Baseline in School-Based Interventions to Prevent Obesity: Adjustment Can Lead to Bias - a Systematic Review Unbalanced Baseline in School-Based Interventions to Prevent Obesity: Adjustment Can Lead to Bias - a Systematic Review Background/Aims: Cluster designs favor unbalanced baseline measures. The aim of the present study was to determine the frequency of unbalanced baseline BMI on school-based randomized controlled trials (RCT) aimed at obesity reduction and to evaluate the analysis strategies. We hypothesized that the adjustment of unbalanced baseline measures may explain the great discrepancy among studies. Methods: The source of data was the Medline database content from January 1995 until May 2012. Our search strategy combined key words related to school-based interventions with such related to weight and was not limited by language. The participants' ages were restricted to 6-18 years. Results: We identified 146 school-based studies on obesity prevention (or overweight or excessive weight change). Of the 146 studies, 36 were retained for the analysis after excluding reviews, feasibility studies, other outcomes, and repeated publications. 13 (35%) of the reviewed studies had statistically significant (p &lt; 0.05) unbalanced measures of BMI at baseline. 11 studies with BMI balanced at baseline adjusted for the baseline BMI, whereas no baseline adjustment was applied to the 5 unbalanced studies. Conclusion: Adjustment for the baseline BMI is frequently done in cluster randomized studies, and there is no standardization for this procedure. Thus, procedures that disentangle the effects of group, time and changes in time, such as mixed effects models, should be used as standard methods in school-based studies on the prevention of weight gain."
systematic-review	OFA381201	Aspects of Exercise before or after Bariatric Surgery: A Systematic Review Aspects of Exercise before or after Bariatric Surgery: A Systematic Review Background: Bariatric surgery has a considerable effect on weight loss. A positive relation of exercise and weight loss has been described before. However, the mode of exercise and its timing pre- or postoperatively or a combination remains unclear. Methods: A multi-database search was conducted. Identified articles were reviewed on description of exercise, timing around a bariatric intervention, and outcome. Methodological quality of the included studies was rated using the Physiotherapy Evidence Database scale. A Cohen's kappa score assessed the level of agreement. Outcome measurements were improvement of anthropometric and physical fitness variables, operation related complications, weight regain, and quality of life. Results: A total of 8 prospective studies were included. Four focused on training before and 4 on training after a bariatric procedure. Details of exercises varied from 45 min treadmill up to full descriptive programs. Supervision was frequently included. Significant improvement was encountered for biometric results physical fitness variables. Conclusion: In the majority of reports on exercising in a (future) bariatric population, positive effects on anthropometrics, cardiovascular risk factors and physical fitness were described. However, the results were not unanimous, with a wide range of exercise programs and perioperative timing, therefore hampering adequate practical guidance.
systematic-review	OFA442403	"A Systematic Review of the Application And Correlates of YFAS-Diagnosed ‘Food Addiction' in Humans: Are Eating-Related ‘Addictions' a Cause for Concern or Empty Concepts? A Systematic Review of the Application And Correlates of YFAS-Diagnosed ‘Food Addiction' in Humans: Are Eating-Related ‘Addictions' a Cause for Concern or Empty Concepts? The proposition of so-called ‘food addiction' (FA) in the scientific literature has stimulated a recent surge in research and debate. The concept of FA is controversial, and opinion is divided. Many of the findings depend upon the use of a single instrument called the Yale Food Addiction Scale (YFAS). This review systematically examined FA, as defined by the YFAS, reported in 40 experimental human studies published in or after 2009. The results indicated that much of the literature makes the supposition that food addiction is an accepted neurobiological disease, consistent with substance use disorders; an interpretation based on very limited data. This raises the question as to whether those individuals who meet the YFAS criteria for diagnosis are truly ‘addicted' to food or if they experience significant impairment to their psychological wellbeing and quality of life as would be expected in clinically recognised addictive disorders. At the present time, little research has investigated the extent to which a psychometric self-assessment of FA symptomatology can elucidate a harmful relationship with target foods in the diet. A positive YFAS diagnosis is usually positively associated with BMI and strongly linked with the presence of binge eating, but certain exceptions within the literature were revealed. Further clarification is required as to whether so-called FA is sufficiently different to existing conditions and traits to warrant classification as a distinctive disease phenotype rather than an expression of strong habits and preferences."
research-article	OFA442758	"Long-Term (7 Years) Follow-Up of Roux-en-Y Gastric Bypass on Obese Adolescent Patients (&lt;18 Years) Long-Term (7 Years) Follow-Up of Roux-en-Y Gastric Bypass on Obese Adolescent Patients (&lt;18 Years) Background: Few data are available about obesity surgery in adolescent patients. Objective: To assess long-term outcomes after laparoscopic Roux-en-Y gastric bypass (LRYGB) in patients &lt;18 years. Setting: University Hospital, Europe. Methods: A retrospective study of prospectively collected data of patients &lt;18 years (childhood group; ChG) (n = 28) treated by LRYGB of which 19 were available for follow-up between 2.4 and 10.2 years (mean 7.2 years). This group of patients was matched with an adult control group (AdG) of randomly chosen patients with similar characteristics who underwent LRYGB during the same period. The extensive survey included a telephonic questionnaire. Results: 19 (12 females) of the 28 patients (67.9%) were available for follow-up. Preoperatively, 3 had type 2 diabetes mellitus (T2DM), 1 arterial hypertension, 5 dyslipidemia and 1 sleep apnea. In the ChG, average BMI after 7 years dropped from 38.9 kg/m2 preoperatively to 27.5 kg/m2. In the AdG, average BMI decreased from 39.4 to 27.1 kg/m2 in the same time period (nonsignificant between groups). One patient in the ChG needed a reoperation (internal hernia) versus 3 patients in the AdG (1 leak, 2 obstructions). All patients resolved their initial comorbidities. Two of 12 female patients in the ChG became pregnant 6 and 8 years after surgery, respectively, despite seemingly adequate oral contraception. Compliance with postoperative guidelines was good in 16/19 patients in ChG and in 14/18 patients in the AdG. Overall degree of satisfaction was high: 8.2/10 (SD 1.2, range 6-10) in the ChG and 8.9/10 (SD 1.7, range 5-10) in the AdG. Conclusion: LRYGB seems to be safe, provide good weight loss, and cure comorbidities in an adolescent population. Satisfaction degree is high. Inadvertent pregnancy despite conventional contraception is a possible issue."
systematic-review	OFA442764	Hyperinsulinemic Hypoglycemia after Bariatric Surgery: Diagnosis and Management Experience from a Spanish Multicenter Registry Hyperinsulinemic Hypoglycemia after Bariatric Surgery: Diagnosis and Management Experience from a Spanish Multicenter Registry Background: Severe postprandial hypoglycemia after bariatric surgery is a rare but invalidating complication. Our aim was to describe the different tests performed for its diagnosis and their outcomes as well as the response to the prescribed pharmacological and surgical treatments. Methods: Multicenter, retrospective systematic review of cases with recurrent severe postprandial hypoglycemia. Results: Over 11 years of follow-up, 22 patients were identified. The test most used to provoke hypoglycemia was the oral glucose load test followed by the mixed meal test which was the least standardized test. With pharmacological treatment, 3 patients were symptom-free (with octreotide) and in 12 patients hypoglycemic episodes were attenuated. Seven patients had persistent hypoglycemic episodes and underwent surgery. Partial pancreatectomy was performed in 3 patients who had positive selective arterial calcium stimulation, and nesidioblastosis was confirmed in 2 patients. Reconversion to normal anatomy was performed in 3 patients, and 1 patient underwent a resection of the ‘candy cane' roux limb, with resolution of hypoglycemia in all cases. Conclusions: There is high heterogeneity in the evaluation and treatment options for postoperative hypoglycemia. In patients that do not respond to pharmacological treatment, reconstruction of gastrojejunal continuity may be the safest and most successful procedure.
systematic-review	OFA443687	Muscle Strength and Fitness in Pediatric Obesity: a Systematic Review from the European Childhood Obesity Group Muscle Strength and Fitness in Pediatric Obesity: a Systematic Review from the European Childhood Obesity Group The increasing prevalence of paediatric obesity and related metabolic complications has been mainly associated with lower aerobic fitness while less is known regarding potential musculoskeletal impairments. The purpose of the present systematic review was to report the evidence regarding muscular fitness in children and adolescents with obesity. A systematic article search was conducted between November 2014 and June 2015 using MEDLINE, EMBASE, CINAHL psycINFO, SPORTDiscus and SocINDEX. Articles published in English and reporting results on muscle strength and muscular fitness in children and adolescents aged 6 to 18 years were eligible. Of 548 identified titles, 36 studies were included for analyses. While laboratory-based studies described higher absolute muscular fitness in youth with obesity compared with their lean peers, these differences are negated when corrected for body weight and lean mass, then supporting field-based investigations. All interventional studies reviewed led to improved muscular fitness in youth with obesity. Children and adolescents with obesity display impaired muscular fitness compared to healthy-weight peers, which seems mainly due to factors such as excessive body weight and increased inertia of the body. Our analysis also points out the lack of information regarding the role of age, maturation or sex in the current literature and reveals that routinely used field tests analysing overall daily muscular fitness in children with obesity provide satisfactory results when compared to laboratory-based data.
meta-analysis	OFA454837	"Body Dissatisfaction in Individuals with Obesity Compared to Normal-Weight Individuals: A Systematic Review and Meta-Analysis Body Dissatisfaction in Individuals with Obesity Compared to Normal-Weight Individuals: A Systematic Review and Meta-Analysis Background: Body dissatisfaction has been identified as a psychological correlate of obesity that is related to disordered eating, poor self-esteem, and depression. However, not all individuals with obesity are equally vulnerable to these correlates, and ‘normative discontent' is present in individuals with normal weight, too. In this light, the complex relationship of body image and individual weight status seems like a worthwhile direction of research inquiry. As such, this review aims to systematically explore the degree of body dissatisfaction in individuals with obesity compared to normal-weight individuals. Methods: A systematic literature search was conducted. All quantitative studies of adult samples reporting results regarding differences in body dissatisfaction between individuals with normal weight and obesity were included. Results: 17 articles were found. Across studies, individuals with obesity reported higher body dissatisfaction than normal-weight individuals (questionnaires: d = 0.89, 95% CI = 0.63-1.16, p &lt; 0.001; silhouette scales: d = 1.41, 95% CI = 0.57-2.25, p &lt; 0.001). Meta-regression revealed a significant association of female gender and higher body dissatisfaction (b = 0.60, p = 0.007). Conclusion: The findings underline the severity of body dissatisfaction among individuals with obesity and especially among women. Future research recommendations are discussed."
systematic-review	OFA475716	Weight Bias: A Systematic Review of Characteristics and Psychometric Properties of Self-Report Questionnaires Weight Bias: A Systematic Review of Characteristics and Psychometric Properties of Self-Report Questionnaires Background: People living with overweight and obesity often experience weight-based stigmatization. Investigations of the prevalence and correlates of weight bias and evaluation of weight bias reduction interventions depend upon psychometrically-sound measurement. Our paper is the first to comprehensively evaluate the psychometric properties, use of people-first language within items, and suitability for use with various populations of available self-report measures of weight bias. Methods: We searched five electronic databases to identify English-language self-report questionnaires of weight bias. We rated each questionnaire's psychometric properties based on initial validation reports and subsequent use, and examined item language. Results: Our systematic review identified 40 original self-report questionnaires. Most questionnaires were brief, demonstrated adequate internal consistency, and tapped key cognitive and affective dimensions of weight bias such as stereotypes and blaming. Current psychometric evidence is incomplete for many questionnaires, particularly with regard to the properties of test-retest reliability, sensitivity to change as well as discriminant and structural validity. Most questionnaires were developed prior to debate surrounding terminology preferences, and do not employ people-first language in the items administered to participants. Conclusions: We provide information and recommendations for clinicians and researchers in selecting psychometrically sound measures of weight bias for various purposes and populations, and discuss future directions to improve measurement of this construct.
review-article	OFA477407	Postnatal Prevention of Childhood Obesity in Offspring Prenatally Exposed to Gestational Diabetes mellitus: Where Are We Now Postnatal Prevention of Childhood Obesity in Offspring Prenatally Exposed to Gestational Diabetes mellitus: Where Are We Now Children exposed to gestational diabetes mellitus (GDM) in utero are at high risk of developing many health problems such as obesity. There is an urgent need to find new strategies to prevent obesity development among high-risk populations such as those children. Accordingly, the aim of this review was to summarize current knowledge on the postnatal prevention of childhood obesity in offspring born from mothers with GDM. Specifically, this review addresses the impact of breastfeeding, complementary feeding practices as well as dietary intake and physical activity during childhood on obesity risk of children exposed to GDM in utero. Furthermore, breast milk composition of diabetic mothers and its potential impact on growth is discussed. According to the available literature, breastfeeding may reduce obesity risk in children exposed to GDM in utero but a longer duration seems necessary to achieve its protective effect against obesity. Detailed analysis of breast milk composition of mothers with GDM will be necessary to fully understand the relationship between breastfeeding and obesity in this specific population. This review highlights the need for more studies addressing the impact of complementary feeding practices and lifestyle habits during childhood on obesity risk of children exposed to GDM in utero.
review-article	OFA477461	Obesity as a Conditioning Factor for High-Altitude Diseases Obesity as a Conditioning Factor for High-Altitude Diseases Obesity, a worldwide epidemic, has become a major health burden because it is usually accompanied by an increased risk for insulin resistance, diabetes, hypertension, cardiovascular diseases, and even some kinds of cancer. It also results in associated increases in healthcare expenditures and labor and economic consequences. There are also other fields of medicine and biology where obesity or being overweight play a major role, such as high-altitude illnesses (acute mountain sickness, hypoxic pulmonary hypertension, and chronic mountain sickness), where an increasing relationship among these two morbid statuses has been demonstrated. This association could be rooted in the interactions between obesity-related metabolic alterations and critical ventilation impairments due to obesity, which would aggravate hypobaric hypoxia at high altitudes, leading to hypoxemia, which is a trigger for developing high-altitude diseases. This review examines the current literature to support the idea that obesity or overweight could be major conditioning factors at high altitude.
systematic-review	OFA479972	Effects of Intentional Weight Loss on Markers of Oxidative Stress, DNA Repair and Telomere Length - a Systematic Review Effects of Intentional Weight Loss on Markers of Oxidative Stress, DNA Repair and Telomere Length - a Systematic Review Background: Altered levels of markers of oxidative stress, DNA repair, and telomere integrity have been detected in obese individuals and may underlie the pathogenesis of obesity-related diseases. However, whether or not such effects are reversed by intentional weight loss has not been systematically reviewed. Methods: A literature search in PubMed/Medline identified 2,388 articles of which 21 studies (randomized controlled trial (RCT) (n = 10) and non-randomized intervention studies (n = 11)) were classified as testing the effects of intentional weight loss on i) oxidative stress (n = 15), ii) DNA repair (n = 2), and iii) telomere length (n = 4). Results: Across a broad range of intervention designs, diet-, exercise-, surgery-, balloon-induced weight loss regimens decreased oxidative stress measures. Studies investigating DNA repair capacity or telomere length as endpoints after weight loss were less common in number and yielded null or inconsistent results, respectively. Conclusion: While this systematic review supports a role for intentional weight loss in reducing obesity-associated oxidative stress, it is not clear whether the effects are primary outcomes or secondary to improvement in obesity-associated insulin resistance and/or chronic inflammation. Although the lack of effect of intentional weight loss on DNA repair capacity might be anticipated given that oxidative stress is reduced, additional studies are needed. The inconsistent effects of weight loss on telomere length or DNA repair suggest the need for a re-assessment of intervention designs and assay methodology to definitively address this topic.
systematic-review	OFA484566	"Sugar-Sweetened Beverages and Weight Gain in Children and Adults: A Systematic Review from 2013 to 2015 and a Comparison with Previous Studies Sugar-Sweetened Beverages and Weight Gain in Children and Adults: A Systematic Review from 2013 to 2015 and a Comparison with Previous Studies Objective: Partly inconsistent findings from previous reviews have fueled discussions on the impact of sugar-sweetened beverages (SSBs) on obesity development. The aim was to systematically review the recent evidence in children and adults. Methods: Data were retrieved from the databases MEDLINE, EMBASE, and Cochrane library for the period January 2013 to October 2015. A systematic review of prospective cohort studies and randomized controlled trials (RCTs) relating SSBs to weight measures was conducted. Results: 30 publications met the inclusion criteria. Prospective cohort studies (96%; n = 26) showed a positive association between consumption of SSBs and weight/BMI in adults and children (n = 242,352), and only one cohort study in children showed no association. Findings from three RCTs in children demonstrated that SSB consumption had an effect on BMI/BMI z-score. The one RCT in adults showed no significant effect of the intervention. 63% of the studies were of good, 30% of medium quality, and none was funded by industry. Conclusion: Recent evidence suggests that SSB consumption is positively associated with or has an effect on obesity indices in children and adults. By combining the already published evidence with the new one, we conclude that public health policies should aim to reduce the consumption of SSBs and encourage healthy alternatives such as water."
systematic-review	OFA485838	Psychosocial Pretreatment Predictors of Weight Control: A Systematic Review Update Psychosocial Pretreatment Predictors of Weight Control: A Systematic Review Update Objective: Systematically identifying pretreatment characteristics that predict successful weight management is important to improve intervention efficacy and clinical practice. This study provides a comprehensive update of a 2005 review on pretreatment predictors of successful weight management. Methods: Results of 37 recent original studies from peer-reviewed journals were merged with the results from the 2005 review. A critical appraisal of the 66 studies included was provided, and meta-analyses were performed when feasible. Results: Fewer previous weight loss attempts were the most consistent pretreatment predictor of successful weight management, although with a small effect size. Importantly, several variables were identified as non-significant predictors of weight loss, showing trivial effects (e.g., eating self-efficacy). Many psychosocial factors remain too little studied to allow reliable conclusions regarding their predictive value. Conclusion: Previous dieting attempts were identified as the soundest predictor of successful weight management. Several factors, previously considered barriers to successful weight management and now identified as non-predictors, require more investigation given the limitations identified in this review. Importantly, due to a comparably thin empirical basis for many predictors, further research is essential to move the field forward. Implications of the current state of research and necessary steps to improve intervention efficacy and clinical practice are discussed
research-article	OFA493533	"Cortisol Stress Reactivity to the Trier Social Stress Test in Obese Adults Cortisol Stress Reactivity to the Trier Social Stress Test in Obese Adults Objective: Approximately 600 million adults worldwide suffer from obesity. In addition to individual’s eating behavior and lack of physical activity in the development of obesity and overweight, psychosocial stress as well as hormonal stress reactivity must also be considered as important contributing factors. In the current study we compared the cortisol stress response pathway in a psychosocial stress induction (Trier Social Stress Test; TSST) with obese individuals and normal-weight controls. Method: 32 obese individuals (17 females; mean age = 33.94 years, SD = 11.31 years) and 32 normal-weight controls (17 females; mean age = 29.09 years, SD = 10.46 years) underwent the TSST. The salivary cortisol responses and three appraisal questionnaires (Primary Appraisal Secondary Appraisal, Visual Analogue Scale, Trier Inventory for Chronic Stress) were measured. Results: After stress induction, there was a significant main group difference between the obese individuals and the normal-weight controls for cortisol, with lower baseline and post-stress cortisol levels in the obese individuals. Nevertheless, the obese individuals as well as the normal-weight controls showed no significant difference in the self-reported assessment of the stress condition but some significant differences in the cognitive appraisal of the TSST. Conclusion: In conclusion, the induction of psychosocial stress showed differences in the cortisol patterns between the obese individuals and the normal-weight controls. Furthermore, the present data suggest that obesity leads to lower cortisol activity, which may indicate alterations in the Hypothalamic-pituitary-adrencortical (HPA) axis."
research-article	OFA494295	Effects of Weight Loss on Glutathione Peroxidase 3 Serum Concentrations and Adipose Tissue Expression in Human Obesity Effects of Weight Loss on Glutathione Peroxidase 3 Serum Concentrations and Adipose Tissue Expression in Human Obesity Background/Aims: Altered expression and circulating levels of glutathione peroxidase 3 (GPX3) have been observed in obesity and type 2 diabetes (T2D) across species. Here, we investigate whether GPX3 serum concentrations and adipose tissue (AT) GPX3 mRNA expression are related to obesity and weight loss. Methods: GPX3 serum concentration was measured in 630 individuals, including a subgroup (n = 293) for which omental and subcutaneous (SC) GPX3 mRNA expression has been analyzed. GPX3 analyses include three interventions: 6 months after bariatric surgery (n = 80) or combined exercise/hypocaloric diet (n = 20) or two-step bariatric surgery (n = 24) studies. Results: Bariatric surgery-induced weight loss (–25.8 ± 8.4%), but not a moderate weight reduction of –8.8 ± 6.5% was associated with significantly reduced GPX3 serum concentrations. GPX3 mRNA is significantly higher expressed in AT from individuals with normal glucose metabolism compared to T2D patients. SC AT GPX3 expression is significantly higher in lean compared to obese as well as in insulin-sensitive compared insulin-resistant individuals with obesity. Weight loss after bariatric surgery causes a significant increase in SC AT GPX3 expression. AT GPX3 expression significantly correlates with age, BMI, fat distribution, insulin sensitivity (only SC AT), but not with circulating GPX3. Conclusion: Our data support the notion that SC AT GPX3 expression is associated with obesity, fat distribution and related to whole body insulin resistance.
systematic-review	ONK277142	Sentinel Lymph Node Biopsy in Breast Cancer: A Systematic Review Sentinel Lymph Node Biopsy in Breast Cancer: A Systematic Review Lymphatic mapping and sentinel lymphadenectomy have become an important tool for axillary lymph node staging in women with early-stage breast cancer. Many issues such as indications, usefulness, or best method of performing a sentinel node biopsy need to be addressed. Multiple studies now confirm that sentinel lymphadenectomy accurately stages the axilla and is associated with less morbidity than axillary dissection. Blue dye, radiocolloid, or both can be used to identify the sentinel node, and several injection techniques may be used successfully. Many patient factors previously thought to affect accuracy of the procedure have now been shown to be of limited significance. This paper&
review-article	ONK290661	Donor-Derived Solid Malignancies after Hematopoietic Stem Cell Transplantation Donor-Derived Solid Malignancies after Hematopoietic Stem Cell Transplantation Allogeneic hematopoietic stem cell transplantation is considered to be a potentially therapeutic strategy for various hematopoietic benign diseases and malignancies. The growing number of reports on long-term survivors after hematopoietic stem cell transplantation reveals the major merits of this strategy. However, such cohorts remain at high risk of potential late complications, including the development of secondary solid malignancies. An increasing number of cases of secondary malignancies originated from recipients, donors, or unknown sources has been reported. In this review, we focus on latest clinical evidence of donor-derived solid malignancies after allogeneic hematopoietic stem cell transplantation, postulate related potential mechanisms, and further address novel indications as well as feasible therapeutic and preventive perspectives.
research-article	ONK350307	Online Information on Complementary and Alternative Medicine for Cancer Patients: Evidence-Based Recommendations Online Information on Complementary and Alternative Medicine for Cancer Patients: Evidence-Based Recommendations Background: Many cancer patients use complementary and alternative medicine (CAM). Most websites offering online information on CAM are not helpful for them. Methods: We extracted decisive elements for online information on CAM by analyzing the literature on the information needs of cancer patients and on counseling cancer patients on CAM. Results: Key issues for online information on CAM are the qualification of the authors, transparency and accountability of the information, description of the aims, a scientific approach, description of treatment alternatives, support for the patient-physician relationship, individualized information, a summary of the information, disclosure of funding, and the privacy policy. Conclusions: The communicative challenge will be to convey information without destroying hope and motivation. We suggest that CAM topics should be integrated into broader information provided on cancer (etiology, conventional treatment). By also providing information for physicians, such a website could promote shared decision-making. Online information will gain the status of independent expert knowledge if provided by a well-known scientific organization as, e.g., a national cancer society.
systematic-review	ONK353598	"Fertility-Sparing Surgery in Ovarian Cancer: A Systematic Review Fertility-Sparing Surgery in Ovarian Cancer: A Systematic Review Background: Ovarian cancer is rarely diagnosed in women of reproductive age; however, this coincidence seems to increase due to changes in lifestyle. Available evidence on the prognostic impact of fertility-sparing surgery (FSS) is sparse, and there is an emerging need to consolidate such evidence. Materials and Methods: Systematic review of the literature, including testing for heterogeneity and meta-analytical odds ratio (OR) calculations. Results: 15 studies comprising 913 patients met the inclusion criteria for this review. Out of the 913 patients undergoing FSS, 11.4% developed recurrence during observation. Stage IB/C tumors were nearly twice as likely to recur as stage IA tumors (OR 1.72, 95% confidence interval (CI) 1.12-2.64, p &lt; 0.05), and the risk of recurrence was 4 times higher in G2/3 compared to G1 tumors (4.26, 95% CI 2.31-7.86, p &lt; 0.0001; and stage IC/G2/3 vs. stage IC/G1: OR 2.04, 95% CI 0.86-4.85, p &gt; 0.05). A non-significant risk elevation was attributed to stage IC/G1 compared to stage IA/G1 (OR 1.48, 95% CI 0.66-3.16, p &gt; 0.05). Conclusions: FSS with unilateral salpingo-oophorectomy is only advisable for unilateral grade 1 tumors. Further studies employing contemporary classification criteria, such as low- versus highgrade malignancies, a strictly standardized regimen of surgical staging, and meticulous reporting of recurrence localization, may help develop more differentiated recommendations."
systematic-review	ONK355651	"Pre-Operative Peritumoral Edema and Survival Rate in Glioblastoma Multiforme Pre-Operative Peritumoral Edema and Survival Rate in Glioblastoma Multiforme The aim of this systematic review was to examine the relationship between pre-operative peritumoral edema and survival in patients with glioblastoma multiforme (GBM). We searched for studies involving patients with GBM who underwent pre-operative imaging (magnetic resonance imaging and/or computed tomography) in which the peritumoral edema was assessed as a prognostic factor for survival. 7 retrospective studies met the eligibility criteria and were included in the study. 2 studies found that pre-operative peritumoral edema was an independent prognostic factor for decreased survival. 1 study found that survival was dependent on the severity of the peritumoral edema (minimal and severe: increased survival; moderate: decreased survival). 2 studies found that pre-operative peritumoral edema was a predictor of decreased survival based on univariate but not multivariate analysis. 1 study found that there was no relationship between pre-operative peritumoral edema and survival, while the remaining study found that patients with peritumoral edema had decreased survival compared with patients without peritumoral edema. There was considerable heterogeneity between the studies regarding the patient characteristics. The results of our systematic review are inconclusive; the available evidence does not definitely support or rule out an association between pre-operative peritumoral edema and survival. Hence, further, well-designed, prospective studies are clearly needed."
case-report	OOP441725	Amelanotic Irido-Ciliary Ring Melanoma: A Clinicopathological Correlation Amelanotic Irido-Ciliary Ring Melanoma: A Clinicopathological Correlation Purpose: To report a case of an amelanotic irido-ciliary ring melanoma. Design: Interventional case report. Results: A 44-year-old male was followed for asymptomatic amelanotic iris nevus of the right eye that was noted to have a localized ciliary body mass with ring extension along the trabecular meshwork. Fine needle aspiration biopsy was consistent with malignant melanoma. The patient underwent enucleation and remains disease free at 9 years of follow-up. Histopathology revealed malignant melanoma involving the iris and ciliary body with a 360-degree extension along the trabecular meshwork. The tumor was composed of a mixture of spindled and epithelioid cells with scant pigmentation. Conclusions: Amelanotic irido-ciliary ring melanoma with growth along the trabecular meshwork is a rare form of uveal melanoma that could present as an inconspicuous amelanotic iris mass.
case-report	OOP448114	Tyrosine Kinase Inhibitors in the Treatment of Choroidal Metastases from Non-Small-Cell Lung Cancer: A Case Report and Review of Literature Tyrosine Kinase Inhibitors in the Treatment of Choroidal Metastases from Non-Small-Cell Lung Cancer: A Case Report and Review of Literature Background: Choroidal metastases being the sole presenting feature of lung cancer is rare. Erlotinib, a tyrosine kinase inhibitor (TKI), is used in the treatment of lung adenocarcinoma where tumor cells exhibit epidermal growth factor receptor (EGFR) mutations. We report a case of metastatic non-small-cell lung cancer (NSCLC) with choroidal metastasis, which was the sole presenting feature and which responded to erlotinib. Methods: We performed a retrospective case review. Case: A 78-year-old man presented with a choroidal mass which was found to be the presenting feature of metastatic NSCLC. Our patient, a nonsmoker, had disseminated bony metastases, and therefore was advised to undergo palliative chemotherapy, which he refused. He was therefore instituted on oral erlotinib. Results: Tumor cells expressing EGFR mutations are known to be susceptible to TKIs. Even though the tumor in our case showed no mutation, i.e. was classified as ‘wild-type', our patient showed a dramatic response to erlotinib. At 1 year, the choroidal lesion had regressed and visual acuity had recovered. Conclusions: TKIs may be beneficial in patients with choroidal metastases from NSCLC, especially those in which an EGFR mutation is noted. Even in the absence of such mutations, choroidal metastases may show a favorable effect in response to TKIs, such as erlotinib.
