Class	ID	Text
	AJN13395	Glomerular Injuries – Excretion of Glomerular Epithelial Cells – Induced by Chemotherapy (Antineoplastic Drugs) Independent of Tubular Damage Glomerular Injuries – Excretion of Glomerular Epithelial Cells – Induced by Chemotherapy (Antineoplastic Drugs) Independent of Tubular Damage For the purpose of studying glomerular injuries induced by antineoplastic drugs, the excretion of glomerular epithelial cells (GEC) was evaluated. In 13 children who received antineoplastic drugs, the excretion of GEC in urine samples was examined with an immunofluorescent study using a monoclonal antibody directed against podocalyxin, which was expressed on glomerular epithelial cells. GEC were detected in 20 of 25 chemotherapy courses. The excretion of GEC persisted until the next chemotherapy course in some cases. After an initiation of chemotherapy an increased urinary albumin-creatinine ratio (more than 2-fold) was found in 6 patients. A significant increase of N-acetylglucosaminidase was observed in 2 patients. Proteinuria and hematuria were not observed in all patients. These results indicate that glomerular injuries are frequently induced by chemotherapy independent of the tubular damage. Repeated glomerular injuries may result in late renal dysfunction.
	AJN13396	"Human Immunodeficiency Virus-Associated Nephropathy in the Bronx: Low Prevalence in a Predominantly Hispanic Population Human Immunodeficiency Virus-Associated Nephropathy in the Bronx: Low Prevalence in a Predominantly Hispanic Population Reports of human immunodeficiency virus-associated nephropathy (HIVAN) occurring in Hispanics, females and heterosexuals are scarce. We reviewed 858 charts from our total HIV population to determine the prevalence and epidemiology of HIVAN at our center, and to evaluate the renal and patient survival among individual groups, according to race, sex and HIV risk factor. The prevalence of HIVAN was low (1.9%), relative to other centers (4–13%). Although Hispanics accounted for 56% of the HIV population, only 38% of HIVAN patients were Hispanic. The absolute risk of HIVAN in blacks was 3.6%, and in Hispanics was 1.3%. The relative risk of blacks vs. Hispanics was 2.8% (p &lt; 0.04). Women and men were represented equally in both the HIVAN and HIV populations. The mean (± SE) rate of decline in glomerular filtration rate was 3.7 ± 0.9 ml/min/month, and patient survival following the onset of HIVAN was 23.6 ± 4.8 months. We found no difference in renal or patient survival between individual groups. In summary, the risk of HIVAN in Hispanics is similar to that for whites. Male sex is not an independent risk factor. Both renal and patient survival are similar in blacks and Hispanics, and in men compared to women."
	AJN13397	Persistent Transforming Growth Factor-Beta 1 Expression May Predict Peritoneal Fibrosis in CAPD Patients with Frequent Peritonitis Occurrence Persistent Transforming Growth Factor-Beta 1 Expression May Predict Peritoneal Fibrosis in CAPD Patients with Frequent Peritonitis Occurrence The efficiency of continuous ambulatory peritoneal dialysis depends on the permeability of the peritoneal membrane. Peritoneal fibrosis (PF) causes loss of the dialytic function. Several studies have indicated that PF is closely related to the proliferation of peritoneal fibroblasts and the deposition of extracellular matrix. Transforming growth factor-beta 1 (TGF-β1) plays a major role in stimulating extracellular matrix deposition. Frequent peritonitis occurrence may cause persistent TGF-β1 mRNA expression. In an attempt to search for a factor related to PF, we designed a longitudinal study to measure TGF-β1 levels in dialysate and TGF-β1 mRNA expression in peritoneal mononuclear cells from peritoneal dialysate before onset, once a week during peritonitis, and after peritonitis in high and low peritonitis occurrence (HPO and LPO) patients. Fifteen patients with a LPO rate and 5 patients with a HPO rate were followed up longitudinally. Meanwhile, TGF-β1 levels and TGF-β1 mRNA expression were augmented in peritoneal dialysate effluents before, during, and after the episodes of peritonitis. The peritoneal permeability was evaluated by the peritoneal equilibration test. The results revealed that in the LPO group, TGF-β1 and TGF-β1 mRNA were detectable at early stages of peritonitis, but the levels decreased rapidly and were undetectable 2 weeks after peritonitis. On the other hand, in the HPO group, TGF-β1 and TGF-β1 mRNA persisted for a long time. We could detect TGF-β1 and TGF-β1 mRNA in dialysate effluents and peritoneal mononuclear cells even 2, 3, and 4 weeks after episodes of peritonitis. When compared with that of first or second episode of peritonitis, the peritoneal function evaluated with the peritoneal equilibration test was found to obviously deteriorate during the third episode of peritonitis. These findings were confirmed by an in situ hybridization technique to evaluate the relationship between TGF-β1 mRNA expression and PF from biopsied peritoneal specimens. These findings suggest that the high TGF-β1 levels in the dialysate are related to an increased expression of TGF-β1 in the peritoneum. Thus, the persistent TGF-β1 expression in the peritoneum may serve as a useful parameter in predicting PF in continuous ambulatory peritoneal dialysis patients with frequent peritonitis occurrence.
	AJN13398	Delivered Dialysis Dose with PD Plus Therapy Delivered Dialysis Dose with PD Plus Therapy Aim: To evaluate the effect of PD Plus on weekly Kt/Vurea and creatinine clearance (Kcr) among patients undergoing CAPD/CCPD (continuous ambulatory peritoneal dialysis/continuous cyclic peritoneal dialysis). Methods: The kinetic studies of 92 CAPD and 18 CCPD patients who transferred to PD Plus were analyzed. All patients underwent CAPD/CCPD and PD Plus for a minimum of 3 months. Standard collection methods were used and kinetic indices calculated with the Pack PD Kinetic Modeling program. 57 patients had transport data and were modeled for a target weekly Kt/Vurea ≥2.1 using PD Plus with ≤15 liters dialysate/day. 6 patients were supervised during the collection periods by research nurses. The actual results for all patients (110) and for the supervised patients were compared against the modeled results. Results:45% of the patients achieved a Kt/Vurea ≥2.1 and 47% a Kcr ≥60 liters/1.73 m2 with PD Plus, but only 20% did so with CAPD/CCPD. A close correlation between the supervised patients and modeled therapy was observed. Conclusions: Adequate dialysis is possible by using higher fill volumes, the supine position, and optimal dwell times (PD Plus) in most patients. The discrepancy between modeled and achieved dose is likely due to poor compliance with therapy, inadequate training, or poor specimen collection.
	AJN13399	"Delivered Dialysis Dose Is Suboptimal in Hospitalized Patients Delivered Dialysis Dose Is Suboptimal in Hospitalized Patients Underdialyzed patients have high hospitalization and mortality rates. It is unclear if such patients receive adequate dialysis during hospitalization. In this cross-sectional study, we evaluated single treatment delivered dialysis dose during hospitalization and compared this to the dosage received at the free-standing outpatient clinics in the same patients. Eighty-four patients (54% male) aged 23–63 years (means ± SD 55.5 ± 14.6) who have been on dialysis for at least 3 months were evaluated. Hypertension and diabetes were the most common diagnoses, while thrombosed graft or fistula accounted for 40% of admissions. The mean dialysis treatment time (Td) was 30 min longer in the outpatient (OP) setting than the hospital (H): 3.6 ± 0.3 vs. 3.1 ± 0.2 h (p &lt; 0.0001). Attained blood flow (QB) was 15% greater in the OP than H: 394 ± 40 vs. 331 ± 54 ml/min (p &lt; 0.0001). The Kt/V was analyzed in 49 of 84 patients; the OP Kt/V was 20% greater than the H Kt/V: 1.38 ± 0.2 vs. 1.11 ± 0.1 (p &lt; 0.0001). A further breakdown of H Kt/V according to access and membrane types showed that patients with functional grafts/fistula had a higher Kt/V than those with temporary accesses 1.14 ± 0.1 vs. 1.07 ± 0.1 (p = 0.01). We conclude that hospitalized patients receive suboptimal dialysis dose, this could have a negative impact on survival if hospitalization is recurrent and prolonged. Kinetic modeling should be routinely performed in such patients and Td should be increased in patients with temporary accesses."
	AJN13411	"Effect of Chronic Therapy with Proteolytic Enzymes on Hypertension-Induced Renal Injury in the Rat Model of Goldblatt Hypertension Effect of Chronic Therapy with Proteolytic Enzymes on Hypertension-Induced Renal Injury in the Rat Model of Goldblatt Hypertension This study investigated the possible beneficial effect of intraperitoneal proteolytic enzyme administration on the development of hypertension-induced renal injury in the rat model of 2-kidney 1-clip (2K1C) Goldblatt hypertension. Male Wistar rats (120–150 g) underwent either sham surgery (control, n = 5) or clipping of the left renal artery. From day one 2K1C rats were randomized into 2 groups, placebo treatment (n = 7), and proteolytic enzyme treatment (n = 9). To the verum group a fixed mixture of trypsin (2.42 mg), bromelain (4.54 mg), and rutin (5.04 mg) dissolved in 2 ml of sterile 0.9% NaCl was administered intraperitoneally daily, while the placebo group received only vehicle. Rats were pair-fed. The duration of the study was 7 weeks. All 2K1C rats developed hypertension and the mean values of systolic blood pressure (SBP) did not differ significantly between the groups at any time recorded (SBP at sacrifice: controls 122.0 ± 8.5 mm Hg; placebo 191.4 ± 7.6 mm Hg; enzyme 180.5 ± 6.5 mm Hg). Enzyme treatment prevented the rise in proteinuria (controls 12.4 ± 2.6 mg/24 h; placebo 19.7 ± 3.9 mg/24 h; enzyme 12.2 ± 1.3 mg/24 h; p &lt; 0.05) and ameliorated the increase in serum urea concentrations. Histomorphologically, signs of malignant nephrosclerosis were not found in control rats, while they were present in 4/7 (57%) of placebo-treated rats, but only in 1/9 (11%) of the enzyme-treated group. The volume fraction of renocortical interstitium was increased in both 2K1C groups in comparison with controls; however, enzyme treatment decreased the accumulation of interstitial tissue significantly (–22%) compared to placebo treatment. Cellular infiltration with mononuclear cells was also lower in the protease-treated group. To summarize, in the rat model of 2K1C hypertension, systemic treatment with proteases ameliorates the severity of nephrosclerosis and tubulointerstitial fibrosis in the non-clipped kidney, as well as proteinuria, without affecting high blood pressure."
	AJN13415	Increased Excretion of Urinary Transforming Growth Factor Beta 1 in Patients with Diabetic Nephropathy Increased Excretion of Urinary Transforming Growth Factor Beta 1 in Patients with Diabetic Nephropathy The accumulation of extracellular matrix in the glomeruli of human and experimental models of diabetic nephropathy is associated with disease progression. Transforming growth factor beta 1 (TGF-β1), which is a multifunctional peptide growth factor, plays a key role in the synthesis of extracellular matrix protein in vitro, and the expression of TGF-β1 is elevated in human and rat diabetic nephropathy. In this study, we measured the urinary TGF-β1 excretion in 57 patients with non-insulin-dependent diabetes mellitus and in 20 healthy volunteers to examine whether the determination of urinary TGF-β1 excretion would facilitate the evaluation of the degree of mesangial expansion in patients with diabetic nephropathy. Both active and total TGF-β1 levels in 24-hour urine samples collected from patients with diabetes mellitus and normal controls were measured using an enzyme-linked immunosorbent assay. We observed a higher excretion of urinary TGF-β1 in patients with diabetes mellitus than in normal controls. In addition, the urinary TGF-β1 excretion was elevated in patients with severe mesangial expansion. These results suggest that urinary TGF-β1 may represent one parameter that can be used to evaluate the progression of diabetic nephropathy.
	AJN13417	"Combination ACE Inhibitor and Angiotensin II Receptor Antagonist Therapy in Diabetic Nephropathy Combination ACE Inhibitor and Angiotensin II Receptor Antagonist Therapy in Diabetic Nephropathy The benefit of angiotensin-converting enzyme (ACE) inhibitor (i) therapy in diabetic glomerulosclerosis is thought to be largely the result of attenuation of angiotensin II (AngII) effects on blood pressure, glomerular hemodynamics and hypertrophy, and tissue fibrosis. The present study was undertaken to determine whether the addition of AngII receptor antagonist therapy to ACEi therapy in diabetic nephropathy results in attenuation of AngII effects beyond that achieved by ACEi therapy alone. Seven patients were studied as inpatients on the General Clinical Research Center each for 3 consecutive weeks as follows: week 1, the patients’ usual regimen which included daily oral moderate to high dose ACEi therapy; week 2, the patients’ usual regimen plus oral losartan (an antagonist (a) of the angiotensin type 1 receptor, AT1) 50 mg (n = 3) or 100 mg (n = 4) daily; week 3, return to the patients’ usual regimen. Diet, physical activity, and blood glucose were held as constant as possible during the three weeks of daily testing. We found that plasma renin levels increased significantly during combination therapy and then returned to baseline values with discontinuation of AT1a therapy: mean baseline renin values (week 1) 3.0 ng/ml/min ± 1.1 SE, mean renin values during combination therapy (week 2) 7.0 ng/ml/min ± 3.2 (p = 0.0078 by Wilcoxon rank sum test), mean renin values after discontinuation of AT1a therapy (week 3) 3.9 ng/ml/min ± 2.0 (NS compared to baseline values). In addition, 2 patients developed transient hypotension when losartan therapy was initiated. During this short-term study, 24-hour proteinuria, serum creatinine, serum potassium, and plasma aldosterone were not changed significantly by combination therapy. We conclude that in patients with diabetic nephropathy addition of AT1a therapy to ACEi therapy attenuates AngII effects better than ACEi therapy alone. We suggest that combination therapy for the management of diabetic glomerulosclerosis merits further investigation."
	AJN13418	"Biochemical Parameters, Nutritional Status and Efficiency of Dialysis in CAPD and CCPD Patients Biochemical Parameters, Nutritional Status and Efficiency of Dialysis in CAPD and CCPD Patients Background/Aims: Several studies indicate that small solute transport is influenced by peritoneal dialysate volume and dwell time. This study focuses on the clinical impact of peritoneal dialysis modality, continuous ambulatory peritoneal dialysis (CAPD) and continuous cycling peritoneal dialysis (CCPD). Methods: We studied 18 patients on CAPD and 11 on CCPD for 18 months and assessed biochemical parameters, nutritional status and efficiency of dialysis at 6-month intervals. Results: Four-hour D/P urea and creatinine ratios were similar in both CAPD and CCPD patients. However, 24-hour D/P urea and creatinine ratios were significantly higher in CAPD than in CCPD patients (0.9 ± 0.1 vs. 0.8 ± 0.2 and 0.8 ± 0.1 vs. 0.6 ± 0.2, p &lt; 0.05 and p &lt; 0.01, respectively). The dialysate urea nitrogen concentration was significantly different between the two groups (65 ± 14 mg/dl in CAPD, 48 ± 13 mg/dl in CCPD; p &lt; 0.05). Total weekly Kt/V and total weekly creatinine clearance were not significantly different between CAPD and CCPD patients at 18 months (1.6 ± 0.4 vs. 1.7 ± 0.3 and 52 ± 21 vs. 50 ± 12 liters, respectively). Two-way ANOVA with a post-hoc Bonferroni-Dunn test showed serum potassium concentration was significantly lower in CCPD patients at 18 months (3.8 ± 0.5 mEq/l, p &lt; 0.05), and significant increases in triglyceride levels in the CAPD groups by 18 months (301 ± 286 mg/dl, p &lt; 0.05). Conclusion: This study demonstrates that the mean serum triglyceride level increases in CAPD patients over time, and the mean serum potassium concentration decreases in CCPD patients at 18 months. Dialysis adequacy and nutritional status are not significantly different between the two peritoneal dialysis modalities, CAPD and CCPD. We suggest the peritoneal dialysis prescription for CAPD or CCPD with respect to volume and frequency of exchanges be individualized to achieve adequate of therapy."
	AJN13419	Prevalence of Microalbuminuria and Relationship to the Risk of Cardiovascular Disease in the Japanese Population Prevalence of Microalbuminuria and Relationship to the Risk of Cardiovascular Disease in the Japanese Population The prevalence of microalbuminuria and its relationship to cardiovascular disease risk factors were examined in subjects participating in an annual physical and laboratory examination program. The urinary albumin concentration and the urinary albumin/creatinine ratio were determined in morning urine specimens. A turbidimetric immunoassay was used for the measurement of urinary albumin. Of the 731 subjects, 41 (5.6%) who were weakly positive or positive on a routine dipstick test for protein were excluded from the final analysis of data. Microalbuminuria was present in 14.5% of the men, in 12.4% of the women, and in 13.2% of the entire subject population when defined as a urinary albumin concentration of 30–299 μg/ml. The prevalence of microalbuminuria was significantly higher in subjects with a high normal blood pressure (15.0%) or hypertension (26.2%) as compared with normotensive subjects (6.5%). Subjects with impaired glucose tolerance (24.3%) or hyperglycemic subjects (50.0%) had a significantly higher prevalence of microalbuminuria than normoglycemic subjects (11.3%). The prevalence of microalbuminuria was significantly higher in subjects with left ventricular hypertrophy (47.1%) as compared with those with normal electrocardiograms (11.3%). A good correlation was observed between urinary albumin concentration and albumin/creatinine ratio, and both showed a significant positive correlation with age, systolic and diastolic blood pressures, and fasting plasma glucose, total serum protein, albumin, and triglyceride levels, but not with angiotensin-converting enzyme activity. Multiple regression analysis demonstrated that both the urinary albumin concentration and the albumin/creatinine ratio show a significant positive correlation with systolic blood pressure and fasting plasma glucose. The prevalence of microalbuminuria was about 13% in this Japanese cohort, and the systolic blood pressure and the fasting plasma glucose level were demonstrated as independent risk indicators for both urinary microalbumin level and urinary microalbumin/creatinine ratio.
	AJN13420	Interleukin-4 Cooperates with Interleukin-10 to Inhibit Vascular Permeability Factor Release by Peripheral Blood Mononuclear Cells from Patients with Minimal-Change Nephrotic Syndrome Interleukin-4 Cooperates with Interleukin-10 to Inhibit Vascular Permeability Factor Release by Peripheral Blood Mononuclear Cells from Patients with Minimal-Change Nephrotic Syndrome Increased production of a vascular permeability factor (VPF) from peripheral blood mononuclear cells (PBMC) in patients with minimal-change nephrotic syndrome (MCNS) has been reported. Interleukin-4 (IL-4) and interleukin-10 (IL-10), both produced by T-helper type-2 cells, are cytokines with the capacity to downregulate proinflammatory responses. To gain insight into the immunoregulatory properties of these cytokines, we analyzed the effects of recombinant human IL-4 and IL-10 on VPF release in MCNS patients. In the present study we show that the regulatory cytokines IL-4 and IL-10 are potent inhibitors of the VPF activity of concanavalin A-activated MCNS PBMC. Each cytokine was found to suppress VPF release in a dose-dependent manner. Moreover, when used at suboptimal concentrations, a combination of the two cytokines resulted in enhanced suppression of VPF release. Neutralization of endogenously produced IL-4 and IL-10 by both anti-IL-4 and anti-IL-10 antibodies resulted in an increased release of VPF. These data demonstrate that IL-4 acts in concert with IL-10 to inhibit VPF release and suggest that they are effective biologic regulators of the VPF responses in vitro.
	AJN13421	"Plasma Immunoreactive Leptin and Neuropeptide Y Levels in Kidney Transplant Patients Plasma Immunoreactive Leptin and Neuropeptide Y Levels in Kidney Transplant Patients Leptin and neuropeptide Y (NPY) seem to play an important role in food intake and energy expenditure. Leptin is secreted by adipose tissue in proportion fo fat stores and is presumed to be an important anorectic hormone. NPY is produced by the hypothalamus, and in contrast to leptin, is one of the most potent appetite stimulants yet demonstrated. On the other hand, in most patients increased appetite is present after successful kidney transplantation. Finally, a stimulatory effect of glucocorticoids on leptin secretion was reported. The present study aimed to assess the relationship between plasma leptin and NPY levels and body mass index (BMI) in haemodialyzed patients (HDP) with chronic renal failure and in kidney transplant patients (KTP). In both groups, BMI was of the same magnitude as in healthy controls. Despite the presence of a normal BMI, leptin levels in KTP (25.2 ± 3.6 ng/ml) and in HDP with chronic renal failure (25.3 ± 4.2 ng/ml) were higher than in controls (11.7 ± 1.8 ng/ml). The mean plasma NPY level in KTP (168.0 ± 10.3 pg/ml) was significantly higher (p &lt; 0.01) than in controls (70.7 ± 5.9 pg/ml) and in HDP (77.0 ± 5.7 pg/ml). In all examined groups, a significant positive correlation was found between leptinaemia and BMI. Conclusions: (1) KTP are characterized by significantly elevated leptinaemia in spite of a normal BMI. In KTP this increased leptinaemia does not seem to be dependent only upon the fat mass and the kind and dosis of immunosuppressive therapy. (2) Similarly to healthy subjects, female KTP and HDP show markedly higher leptinaemia than males. (3) In contrast to healthy subjects and HDP, KTP are characterized by significantly elevated plasma NPY levels."
	AJN13422	Tuberculosis in Active Dialysis Patients in Jeddah Tuberculosis in Active Dialysis Patients in Jeddah The incidence of tuberculosis in The Kingdom of Saudi Arabia remains high. The objective of this study is to determine the prevalence of Tuberculosis among haemodialysis patients, since they are highly susceptible to this infection. A retrospective study, over a 5-year period, was carried out in the Renal Units of two large hospitals in Jeddah. Diagnosis was established by Ziehl Neelsen microscopy and culture of specimens on Lowenstein-Jensen media, radiological and histological examinations. Tuberculosis was diagnosed in 17 of 210 patients on hemodialysis. Pulmonary tuberculosis was present in 10 cases and tuberculous lymphadenitis in 8 cases. One patient had both pulmonary and lymph node involvement while another one had both pulmonary and peritoneal tuberculosis. Mycobacterium tuberculosis was diagnosed in sputum in 5 cases, by lymph node histopathology in 5 cases, and combined radiological and clinical evidence in the remaining patients. The Mantoux test was positive in 9 (60%) cases. Eight patients were diabetics (47%) and there appears to be some association of tuberculosis with diabetes in patients on dialysis. Treatment with first-line anti-tuberculosis agents was continued for 6–18 months. Fourteen (82%) patients were completely cured while 3 showed clinical improvement only. The study showed that successful therapy of tuberculosis in this group of dialysis patients could be achieved but high index of suspicion is required to recognize the unusual presentation in this group of patients so that early diagnosis can be achieved and prompt treatment instituted. Diabetic patients presenting for dialysis, in areas with high endemicity for tuberculosis, chemoprophylaxis with anti-tuberculosis agents should be considered.
	AJN13423	Efficacy of Percutaneous Transluminal Coronary Angioplasty for Patients on Hemodialysis Efficacy of Percutaneous Transluminal Coronary Angioplasty for Patients on Hemodialysis Ischemic heart disease has become more important in regard to mortality in hemodialysis (HD) patients. We examined the therapeutic outcome of initial percutaneous transluminal angioplasty (PTCA) in maintenance HD patients with angina pectoris. They consisted of 8 men and 4 women with a mean age of 56.3 ± 8.6 years and a mean duration of HD of 4.3 ± 4.0 years. Thirty-six non-HD patients treated with initial PTCA were matched for age, sex and coronary risk factors, and used as a control. Angiographic lesion success was confirmed by angiography in 21 (84%) of the 25 stenotic sites attempted and clinical success was obtained in 9 (75%) of the 12 HD patients, while there were 40 (78%) lesions successfully removed out of the 51 stenotic sites and there were 26 (72%) clinically successful cases out of the 36 non-HD patients, respectively. Angina recurred in 4 (44%) of 9 HD patients, and in 10 (38%) of 26 non-HD patients after successful PTCA, where the follow-up periods were 23 ± 20 and 28 ± 25 months, respectively. There was no significant difference in cumulative lesion survival curve between the two groups. In conclusion, PTCA for chronic HD patients is as effective as that for non-HD patients, at least regarding initial PTCA.
	AJN13424	"Plasma Exchange in Rapidly Progressive Renal Failure Due to Multiple Myeloma Plasma Exchange in Rapidly Progressive Renal Failure Due to Multiple Myeloma Background/Aims: To evaluate the effect of plasma exchange on renal function in patients with rapidly progressive renal failure secondary to multiple myeloma. Methods: The study was done through a retrospective chart review using a standardized form at a tertiary care centre in southwestern Ontario. Patients were included in the study if they had a diagnosis of multiple myeloma and rapidly progressive renal failure. Multiple myeloma was defined by a bone marrow aspirate &gt;15% plasma cells plus one of the following: serum monoclonal paraproteins, monoclonal light-chain excretion, or lytic lesions. Patients were excluded if they had evidence of chronic renal failure or failed to complete three plasma exchanges. Twenty-six patients were reviewed; of these 24 were followed up to 1 year. All patients received hydration, standard chemotherapy, and plasma exchange. The plasma exchange volume was 50 ml/kg of 50% normal saline and 50% human serum albumin. Primary outcome measures included (1) prevention of acute dialysis and (2) prevention of progression from acute to chronic dialysis; secondary end points included (1) a decrease in creatinine of 25% or more within 3 months of the last plasma exchange and (2) survival at 1 year. Results: Sixteen of 24 patients, followed up to 1 year, did not require dialysis. Two patients required dialysis initially, but were able to come off dialysis after 3 months. Fourteen patients were alive at 1 year, 13 of whom were dialysis independent. Twelve of 13 dialysis-independent patients had a &gt;25% reduction in creatinine at 3 months. Two patients were lost to follow-up after discharge and were not included in the analysis. Conclusions: This retrospective study suggests that plasma exchange may offer some benefit in preventing the initiation or continuation of dialysis in patients with rapidly progressive renal failure secondary to multiple myeloma. A randomized controlled prospective study is needed to determine whether plasma exchange should be recommended as a standard treatment for patients with rapidly progressive renal failure due to multiple myeloma."
